REID,street,zipcode,city,state,latitude,longitude,FIPScounty,useCode,taxAssessmentYear,yearBuilt,lotSizeSqFt,finishedSqFt,bathrooms,bedrooms,zestimate,name,type
6833468777000,3654 Yale Ave,27107,Winston Salem,NC,36.042891,-80.235066,37067,SingleFamily,2018,1948,9583,912,1.0,3,51233,Weston,neighborhood
6815095952000,712 Chester Rd,27104,Winston Salem,NC,36.105642,-80.318376,37067,SingleFamily,2018,1958,34848,2749,3.0,4,314466,Old Sherwood Forest,neighborhood
6824683559000,1192 Lamont Dr,27103,Winston Salem,NC,36.075038,-80.264402,37067,SingleFamily,2018,1957,12632,1282,1.5,3,167318,Ardmore,neighborhood
6819142038000,1434 Turfwood Dr,27040,Pfafftown,NC,36.199429,-80.317592,37067,SingleFamily,2018,1978,23522,1552,2.0,3,166371,Winston-Salem,city
6806780513000,3708 Surrey Way Ct,27106,Winston Salem,NC,36.129103,-80.330688,37067,SingleFamily,2018,1992,26571,2786,3.5,4,369342,Still Meadow,neighborhood
5896737672000,200 Ashton Place Cir,27106,Winston Salem,NC,36.115259,-80.361785,37067,SingleFamily,2018,1998,13503,2505,2.5,3,352504,Winston-Salem,city
6807348686000,3958 Rookwood Ln,27106,Winston Salem,NC,36.145886,-80.341605,37067,SingleFamily,2018,1986,32234,2937,2.0,3,255013,Shattalon Lake Estates,neighborhood
6849613597000,4710 Davis Rd,27105,Winston Salem,NC,36.158858,-80.205476,37067,SingleFamily,2018,1940,18295,976,1.0,2,35559,Winston-Salem,city
6808849392000,2860 Bailey St,27106,Winston Salem,NC,36.172576,-80.324719,37067,Mobile,2018,1999,22215,1766,2.5,3,126358,Winston-Salem,city
6847126639000,3111 Butterfield Dr,27105,Winston Salem,NC,36.141748,-80.213677,37067,SingleFamily,2018,1965,10454,1232,1.0,2,93220,Northwoods Estate,neighborhood
6846728640000,4420 Edrem Ave,27101,Winston Salem,NC,36.114275,-80.192267,37067,SingleFamily,2018,1959,24393,1412,1.0,3,111006,Winston-Salem,city
6808208442000,4105 Avera Ave,27106,Winston Salem,NC,36.161654,-80.345398,37067,SingleFamily,2018,1978,28314,1394,2.5,4,158777,Cedar Forest,neighborhood
6846962151000,3775 Crusade Dr,27101,Winston Salem,NC,36.123925,-80.18763,37067,SingleFamily,2018,1997,27007,2091,2.0,3,181621,Winston-Salem,city
6838602788000,5131 Old Rural Hall Rd,27105,Winston Salem,NC,36.163603,-80.231676,37067,SingleFamily,2018,1985,23958,1356,2.0,3,106390,Mineral Springs,neighborhood
6833144154000,9 Garland St,27127,Winston Salem,NC,36.036166,-80.244844,37067,SingleFamily,2018,1953,24393,1099,1.0,2,98917,South View,neighborhood
6829819859000,953 Rock Spring Dr,27105,Winston Salem,NC,36.194076,-80.257445,37067,SingleFamily,2018,1957,20037,1446,1.0,3,113373,Plantation Homes,neighborhood
6837876254000,1229 Ada Ave,27105,Winston Salem,NC,36.153615,-80.224099,37067,SingleFamily,2018,1960,20473,1300,1.0,3,80078,Ogburn Station,neighborhood
6837876254000,1229 Ada Ave,27105,Winston Salem,NC,36.153615,-80.224099,37067,SingleFamily,2018,1960,19602,1300,1.0,3,80078,Ogburn Station,neighborhood
5893552364000,4691 Kinnamon Rd,27103,Winston Salem,NC,36.037549,-80.368924,37067,SingleFamily,2018,1998,135036,3410,3.0,3,,Clemmons,city
6867064636000,4953 Reidsville Rd,27051,Winston Salem,NC,36.153152,-80.150311,37067,SingleFamily,2018,1979,37461,1549,2.0,2,157454,Walkertown,city
6822265826000,3035 Kaymoore Dr,27127,Winston Salem,NC,36.015218,-80.276401,37067,SingleFamily,2018,1999,9147,1900,3.0,3,186452,Winston-Salem,city
6838031906000,355 Oak Summit Rd,27105,Winston Salem,NC,36.172347,-80.253363,37067,SingleFamily,2018,1945,57063,1240,1.0,2,,Winston-Salem,city
6805141789000,301 Natalie Dr,27104,Winston Salem,NC,36.091143,-80.349831,37067,SingleFamily,2018,1961,19602,1439,3.0,3,174630,Rollinghills,neighborhood
6822150069000,4871 Saponi Village Trl,27127,Winston Salem,NC,36.010308,-80.281243,37067,SingleFamily,2018,1995,10890,1275,2.0,3,139295,Winston-Salem,city
6837291812000,9 Arita Cir,27105,Winston Salem,NC,36.159775,-80.247541,37067,SingleFamily,2018,1961,49222,1400,1.0,3,88434,Mineral Springs,neighborhood
6819443260000,1332 Ziglar Rd,27105,Winston Salem,NC,36.199873,-80.306987,37067,SingleFamily,2018,1965,20037,1512,1.5,3,124891,Swink Acres,neighborhood
5893624827000,5971 Cottonwood Ln,27103,Winston Salem,NC,36.030768,-80.364899,37067,SingleFamily,2018,1968,20908,1568,2.5,3,185123,Clemmons,city
