REID,street,zipcode,city,state,latitude,longitude,FIPScounty,useCode,taxAssessmentYear,yearBuilt,lotSizeSqFt,finishedSqFt,bathrooms,bedrooms,zestimate,name,type
6855913350000,158 Forest Glade Rd,27107,Winston Salem,NC,36.083599,-80.152821,37067,SingleFamily,2018,2008,7405,2495,2.5,5,204906,Winston-Salem,city
6834901357000,901 Ferndale Ave,27107,Winston Salem,NC,36.052893,-80.220844,37067,SingleFamily,2018,1949,10018,959,1.0,2,27814,Easton,neighborhood
6808654132000,5201 Bear Creek Rd,27106,Winston Salem,NC,36.174665,-80.333437,37067,SingleFamily,2018,1963,42688,1998,3.5,3,215153,Bethania,city
5893638806000,5981 Blue Bonnet Ln,27103,Winston Salem,NC,36.033514,-80.363676,37067,SingleFamily,2018,1964,24829,1458,1.5,3,170858,Clemmons,city
6804934970000,2916 Springhaven Dr,27103,Winston Salem,NC,36.061578,-80.321294,37067,SingleFamily,2018,1966,26136,1566,2.0,3,176442,Atwood Acres,neighborhood
6823101196000,1875 Woodstone Dr,27127,Winston Salem,NC,36.024265,-80.28104,37067,SingleFamily,2018,2010,9583,2231,2.5,3,189264,Winston-Salem,city
6805055154000,330 Gatewood Dr,27104,Winston Salem,NC,36.092113,-80.351978,37067,SingleFamily,2018,1965,20473,1632,2.0,3,174265,Rollinghills,neighborhood
6818477620000,2119 Sallies Ln,27106,Winston Salem,NC,36.181792,-80.305462,37067,SingleFamily,2018,1964,20037,1358,2.0,3,136022,Moravian Forest,neighborhood
6876786428000,118 Bethania Oaks Cir,27040,Pfafftown,NC,36.197138,-80.339028,37067,SingleFamily,2018,1999,1742,1257,2.0,2,106728,Winston-Salem,city
6855912639000,201 Sedge Meadow Dr,27107,Winston Salem,NC,36.084672,-80.153235,37067,SingleFamily,2018,2000,14810,1700,3.0,4,178625,Winston-Salem,city
6805557805000,441 Hearthside Dr,27104,Winston Salem,NC,36.094279,-80.334568,37067,SingleFamily,2018,1972,20473,1692,2.5,3,232791,Peace Haven,neighborhood
6803204252000,2906 Canter Ln,27127,Winston Salem,NC,36.023483,-80.344329,37067,SingleFamily,2018,1932,266151,6115,2.0,4,,Winston-Salem,city
6865114918000,173 Townsend Ridge Dr,27107,Winston Salem,NC,36.085514,-80.145883,37067,SingleFamily,2018,1999,11761,1410,2.0,3,150711,Winston-Salem,city
6836611578000,1243 Dublin Dr,27101,Winston Salem,NC,36.111068,-80.231709,37067,SingleFamily,2018,1973,8276,1161,1.5,3,87984,East Winston,neighborhood
6817058509000,4210 Barjean Ln,27106,Winston Salem,NC,36.148658,-80.318223,37067,SingleFamily,2018,2002,11761,1575,2.0,3,186600,Town and Country Estates,neighborhood
6809117557000,5654 Whippoorwill Dr,27040,Pfafftown,NC,36.192236,-80.349618,37067,SingleFamily,2018,1957,40510,1770,2.5,4,193985,Winston-Salem,city
6824577548000,1314 Tredwell Dr,27103,Winston Salem,NC,36.072267,-80.266397,37067,SingleFamily,2018,1967,6969,1004,1.0,3,145898,Ardmore,neighborhood
6808514865000,3927 Gracemont Dr,27106,Winston Salem,NC,36.165634,-80.336644,37067,SingleFamily,2018,1958,29185,1770,1.5,3,163269,Cedar Forest,neighborhood
6813728539000,4111 Ebert Rd,27127,Winston Salem,NC,36.030781,-80.292516,37067,SingleFamily,2018,1955,36154,1488,1.0,2,140226,Janita Lakes Estates,neighborhood
6833359123000,115 Patton Ave,27107,Winston Salem,NC,36.03833,-80.238189,37067,SingleFamily,2018,2006,10454,1204,2.0,3,114173,Weston,neighborhood
6823200185000,1775 Woodstone Dr,27127,Winston Salem,NC,36.024283,-80.278031,37067,SingleFamily,2018,2010,10018,2495,3.0,5,193411,Winston-Salem,city
6834226470000,2920 Borg Rd,27127,Winston Salem,NC,36.058258,-80.242741,37067,SingleFamily,2018,1987,11325,1215,2.0,3,119080,Konnoak,neighborhood
6864259670000,4135 Glenn Hi Rd,27107,Winston Salem,NC,36.068033,-80.140391,37067,SingleFamily,2018,1961,27007,1507,2.0,3,151929,Winston-Salem,city
6864259670000,4135 Glenn Hi Rd,27107,Winston Salem,NC,36.068033,-80.140391,37067,SingleFamily,2018,1961,851162,1507,2.0,3,151929,Winston-Salem,city
6824099325000,2428 Walker Ave,27103,Winston Salem,NC,36.076946,-80.282824,37067,SingleFamily,2018,1928,7405,1915,1.0,3,174198,Ardmore,neighborhood
6853074820000,3112 Greene Cross Dr,27107,Winston Salem,NC,36.046227,-80.18254,37067,SingleFamily,2018,2007,27878,1340,2.0,3,160886,Winston-Salem,city
6824399053000,1138 Irving St,27103,Winston Salem,NC,36.076192,-80.272503,37067,SingleFamily,2018,1999,12196,1348,2.0,3,231375,Ardmore,neighborhood
6825069090000,2448 Greenwich Rd,27104,Winston Salem,NC,36.095185,-80.282834,37067,SingleFamily,2018,1959,20908,2458,3.0,3,270990,Country Club,neighborhood
6823263097000,2445 Riley Forest Dr,27127,Winston Salem,NC,36.0405,-80.277231,37067,SingleFamily,2018,1998,10890,1500,2.0,3,171563,Winding Woods,neighborhood
