REID,street,zipcode,city,state,latitude,longitude,FIPScounty,useCode,taxAssessmentYear,yearBuilt,lotSizeSqFt,finishedSqFt,bathrooms,bedrooms,zestimate,name,type
6817318558000,90 Woodbriar Rd,27106,Winston-Salem,NC,36.137739,-80.30766,,SingleFamily,2018,2008,9147,2200,2.0,4,,Winston-Salem,city
6817318558000,90 Woodbriar Rd,27106,Winston Salem,NC,36.137739,-80.30766,37067,SingleFamily,2018,2008,9147,2141,3.0,3,,Winston-Salem,city
6804325938000,109 Shenandoah Dr,27103,Winston Salem,NC,36.058793,-80.341324,37067,SingleFamily,2018,1974,12632,1813,2.0,3,152896,Salem Woods,neighborhood
6806895346000,841 Petree Rd,27106,Winston Salem,NC,36.131477,-80.325586,37067,SingleFamily,2018,2012,20473,2486,3.0,3,299558,Winston-Salem,city
6844273709000,1417 Donald St,27107,Winston Salem,NC,36.073378,-80.210401,37067,SingleFamily,2018,1957,6098,724,1.0,2,27545,Forest Park,neighborhood
6856837027000,2610 Glen Forest Dr,27103,Winston Salem,NC,36.05204,-80.299335,37067,SingleFamily,2018,1965,14374,1650,2.0,3,164573,Mountain Brook,neighborhood
6856837027000,2610 Nantucket Dr,27103,Winston Salem,NC,36.051592,-80.295034,37067,SingleFamily,2018,1974,14374,1512,2.0,3,164573,Mountain Brook,neighborhood
6808403169000,4011 Yarbrough Ave,27106,Winston Salem,NC,36.161022,-80.340223,37067,SingleFamily,2018,1977,21344,1705,2.0,3,166062,Cedar Forest,neighborhood
6822872772000,5070 Queensway Rd,27127,Winston Salem,NC,36.01777,-80.257003,37067,SingleFamily,2018,1972,26136,3150,3.0,3,197903,Wilshire Estates,neighborhood
6829778823000,5948 Brentwood Park Pl,27045,Winston Salem,NC,36.210366,-80.261515,37067,SingleFamily,2018,2014,20037,1204,2.0,3,133063,Rural Hall,city
6804531214000,110 Worthdale Dr,27103,Winston Salem,NC,36.059612,-80.336015,37067,SingleFamily,2018,1968,14810,1222,2.0,3,145368,Salem Woods,neighborhood
