REID,street,zipcode,city,state,latitude,longitude,FIPScounty,useCode,taxAssessmentYear,yearBuilt,lotSizeSqFt,finishedSqFt,bathrooms,bedrooms,zestimate,name,type
6816507300000,620 Barnesdale Rd,27106,Winston Salem,NC,36.10686,-80.300983,37067,SingleFamily,2018,1955,23086,3694,4.0,4,431782,Buena Vista,neighborhood
6823106259000,1824 Pine Cove Ct,27127,Winston Salem,NC,36.024621,-80.279488,37067,SingleFamily,2018,2013,9583,2495,3.0,4,195424,Winston-Salem,city
6833033749000,3181 Hickory Ridge Dr,27127,Winston Salem,NC,36.034562,-80.25023,37067,SingleFamily,2018,1989,13504,1730,3.0,3,173760,Kingstree,neighborhood
5894872615000,117 Cameron Way Cir,27103,Winston Salem,NC,36.071434,-80.359567,37067,SingleFamily,2018,1999,4791,1240,2.0,2,156016,Winston-Salem,city
6838627268000,5321 Pineview Dr,27105,Winston Salem,NC,36.167926,-80.230571,37067,SingleFamily,2018,1958,21780,702,1.0,1,28613,Winston-Salem,city
6854843008000,3900 Magnolia Place Ln,27107,Winston Salem,NC,36.063733,-80.156097,37067,SingleFamily,2018,1999,10890,1742,2.5,3,156953,Winston-Salem,city
6865120022000,165 Lorraine Dr,27107,Winston Salem,NC,36.085635,-80.147196,37067,SingleFamily,2018,1997,15681,1220,2.0,3,143891,Winston-Salem,city
6865425052000,221 Oak Grove Church Rd,27107,Winston Salem,NC,36.085738,-80.135261,37067,Mobile,2018,1999,24393,2052,2.0,3,94896,Winston-Salem,city
6825263950000,120 Warwick Green Rd,27104,Winston Salem,NC,36.097712,-80.278248,37067,SingleFamily,2018,1978,23958,3817,4.0,5,640373,Buena Vista,neighborhood
6805701977000,4527 Country Club Rd,27104,Winston Salem,NC,36.080896,-80.329381,37067,SingleFamily,2018,1933,23522,1612,2.0,3,142050,South Fork,neighborhood
6854591310000,3573 Thornaby Cir,27107,Winston Salem,NC,36.077969,-80.167105,37067,SingleFamily,2018,2003,6098,1220,2.0,3,140614,Winston-Salem,city
6847880589000,112 Huff Cir,27105,Winston Salem,NC,36.15821,-80.192083,37067,SingleFamily,2018,1958,22651,1008,1.0,3,95399,Jefferson Gardens,neighborhood
6846952741000,3659 Signet Dr,27101,Winston Salem,NC,36.122868,-80.187612,37067,SingleFamily,2018,1996,11325,1353,2.0,3,148138,Winston-Salem,city
6824203268000,1716 Hawkcrest Ln,27127,Winston Salem,NC,36.052105,-80.277513,37067,SingleFamily,2018,2001,13068,1248,3.0,3,146481,Winston-Salem,city
6845294139000,718 Barbara Jane Ave,27101,Winston Salem,NC,36.104687,-80.2104,37067,SingleFamily,2018,1935,34848,702,1.0,2,22250,City View,neighborhood
