REID,street,zipcode,city,state,latitude,longitude,FIPScounty,useCode,taxAssessmentYear,yearBuilt,lotSizeSqFt,finishedSqFt,bathrooms,bedrooms,zestimate,name,type
6805110363000,103 Windsor Gate Ct,27104,Winston Salem,NC,36.081674,-80.350075,37067,Mobile,2018,2000,10890,1675,2.5,3,177282,South Peace Haven,neighborhood
6818048450000,4620 Miller Rd,27106,Winston Salem,NC,36.172875,-80.318445,37067,SingleFamily,2018,1952,14374,1008,1.0,3,86172,Shattalon Heights,neighborhood
6855529647000,157 Hartley St,27107,Winston Salem,NC,36.087241,-80.164434,37067,SingleFamily,2018,1953,16117,1421,1.0,3,120095,Wintergreen,neighborhood
6847348719000,5087 Joshua Way Ln,27105,Winston Salem,NC,36.147653,-80.206393,37067,SingleFamily,2018,2006,9147,1978,3.0,4,150007,Old Carver,neighborhood
6822063353000,2048 Lauren Woods Dr,27127,Winston Salem,NC,36.013711,-80.283723,37067,SingleFamily,2018,2006,10454,2316,2.5,4,191116,Winston-Salem,city
6816033187000,3451 Scarsborough Dr,27104,Winston Salem,NC,36.114553,-80.319067,37067,SingleFamily,2018,1977,16552,2950,4.0,4,322384,New Forestdale,neighborhood
5896764682000,5161 Fleetwood Cir,27106,Winston Salem,NC,36.12352,-80.362888,37067,SingleFamily,2018,1985,19166,1173,2.0,4,148562,Winston-Salem,city
6803256138000,1645 Plesney Way,27103,Winston Salem,NC,36.037382,-80.344044,37067,SingleFamily,2018,2005,16552,2200,2.0,4,186846,Edgewood Farms,neighborhood
6834910791000,3204 Rosie St,27107,Winston Salem,NC,36.056598,-80.221065,37067,SingleFamily,2018,1970,9147,1130,1.5,3,,Easton,neighborhood
6845604482000,1425 Butler St,27107,Winston Salem,NC,36.080759,-80.196353,37067,SingleFamily,2018,1959,19166,1650,2.0,3,141347,Reynolda Forest,neighborhood
6814380380000,3670 Vest Mill Rd,27103,Winston Salem,NC,36.074134,-80.307665,37067,SingleFamily,2018,1999,20908,1344,2.0,3,130015,Stratford Manor,neighborhood
6816018941000,1001 Chester Rd,27104,Winston Salem,NC,36.111097,-80.317469,37067,SingleFamily,2018,1967,27878,3042,3.0,3,338366,New Forestdale,neighborhood
6822547417000,3007 Canterbury Park Dr,27127,Winston Salem,NC,36.008849,-80.265576,37067,SingleFamily,2018,2004,20473,1760,2.0,4,160313,Winston-Salem,city
6816919367000,753 Austin Ln,27106,Winston Salem,NC,36.109938,-80.286574,37067,SingleFamily,2018,1955,22215,3015,3.0,4,445212,Buena Vista,neighborhood
6824214582000,1980 Gyro Dr,27127,Winston Salem,NC,36.055511,-80.27718,37067,SingleFamily,2018,2004,9583,1389,2.0,3,148371,Winston-Salem,city
6844103926000,1032 Louise Rd,27107,Winston Salem,NC,36.05463,-80.213427,37067,SingleFamily,2018,1949,8276,750,1.0,4,23377,Easton,neighborhood
6832511062000,5248 Jean Dr,27107,Winston Salem,NC,35.999617,-80.233393,37067,SingleFamily,2018,1961,26136,1544,1.5,3,124849,Winston-Salem,city
6823509530000,1658 Kesteven Rd,27127,Winston Salem,NC,36.025335,-80.265012,37067,SingleFamily,2018,1983,12632,1556,2.0,3,134938,Twin Cedars Laurel Park,neighborhood
6854894531000,313 Water Lily Cir,27107,Winston Salem,NC,36.078647,-80.155873,37067,SingleFamily,2018,2008,8363,2138,3.0,4,205670,Winston-Salem,city
6837649756000,1002 Cayuga St,27105,Winston Salem,NC,36.147306,-80.229609,37067,SingleFamily,2018,1940,10890,899,1.0,2,34754,Ogburn Station,neighborhood
5894771512000,125 Bristol View Cir,27103,Winston Salem,NC,36.07104,-80.363282,37067,SingleFamily,2018,2001,5227,1250,2.0,2,158917,Winston-Salem,city
