REID,street,zipcode,city,state,latitude,longitude,FIPScounty,useCode,taxAssessmentYear,yearBuilt,lotSizeSqFt,finishedSqFt,bathrooms,bedrooms,zestimate,name,type
6847551108000,4447 Oak Ridge Dr,27105,Winston Salem,NC,36.148719,-80.202135,37067,SingleFamily,2018,1984,21344,1018,1.5,3,98293,Northampton,neighborhood
6823555127000,3255 Trenchard Ln,27127,Winston Salem,NC,36.038134,-80.266631,37067,SingleFamily,2018,2003,9583,1260,2.0,3,138072,Winston-Salem,city
6845615985000,1211 Stonefield Crossing Ct,27107,Winston Salem,NC,36.08548,-80.196032,37067,SingleFamily,2018,2017,10018,1202,2.5,3,,Reynolda Forest,neighborhood
6804538425000,402 Foxcroft Dr,27103,Winston Salem,NC,36.060178,-80.333597,37067,SingleFamily,2018,1967,11761,1175,2.0,3,132170,Salem Woods,neighborhood
6807020517000,2643 Crosland Hill Dr,27106,Winston Salem,NC,36.139951,-80.354576,37067,SingleFamily,2018,2008,11761,2646,3.0,5,257355,Winston-Salem,city
6817886034000,3635 Appomattox Dr,27106,Winston Salem,NC,36.155706,-80.291824,37067,SingleFamily,2018,1968,15246,1199,2.0,3,123495,Stonewall,neighborhood
6817042083000,4300 Mill Creek Rd,27106,Winston Salem,NC,36.144428,-80.319943,37067,SingleFamily,2018,1977,14374,1430,2.5,3,174946,Town and Country Estates,neighborhood
5897616961000,2370 Colerain Creek Dr,27106,Winston Salem,NC,36.13808,-80.365819,37067,SingleFamily,2018,1956,250030,2119,2.0,3,130941,Winston-Salem,city
6806744056000,5260 Jacobs Way,27106,Winston Salem,NC,36.116914,-80.329029,37067,SingleFamily,2018,2016,10890,1780,2.0,3,280986,Huntscroft,neighborhood
6843779938000,2610 Chestnut Heights Rd,27107,Winston Salem,NC,36.046648,-80.190918,37067,SingleFamily,2018,2000,12632,2427,3.0,4,211623,Winston-Salem,city
6817296247000,3919 Homestead Ln,27106,Winston Salem,NC,36.158841,-80.312153,37067,SingleFamily,2018,1963,22651,1728,2.0,3,162409,Beacon Hill,neighborhood
6856258967000,325 Gaither Rd,27101,Winston Salem,NC,36.123696,-80.17537,37067,SingleFamily,2018,1994,41817,1292,2.0,3,127264,Winston-Salem,city
6834138147000,2750 Ellerbe Ave,27127,Winston Salem,NC,36.060356,-80.245582,37067,SingleFamily,2018,1956,10890,1100,1.5,3,99638,Konnoak,neighborhood
6806919323000,1281 N Peace Haven Rd,27104,Winston Salem,NC,36.109466,-80.320543,37067,SingleFamily,2018,1951,22215,1438,2.0,2,163654,Forestdale,neighborhood
6833149357000,9 Garland St,27127,Winston Salem,NC,36.036166,-80.244844,37067,SingleFamily,2018,1953,24393,1099,1.0,2,98917,South View,neighborhood
6817536739000,109 Radford St,27106,Winston Salem,NC,36.143907,-80.301796,37067,SingleFamily,2018,1947,17859,1041,1.0,3,78701,Town and Country Estates,neighborhood
6856286692000,4411 Old Belews Creek Rd,27101,Winston Salem,NC,36.130988,-80.176054,37067,SingleFamily,2018,1956,34412,1342,1.0,3,132609,Winston-Salem,city
6807349172000,3956 Chilton Dr,27106,Winston Salem,NC,36.14439,-80.341289,37067,SingleFamily,2018,1963,25700,1702,2.0,3,186015,Shattalon Lake Estates,neighborhood
6847766951000,4225 Garden St,27105,Winston Salem,NC,36.153565,-80.193477,37067,SingleFamily,2018,1959,20037,1416,1.0,3,104804,Jefferson Gardens,neighborhood
6854136458000,2922 Electric Dr,27107,Winston Salem,NC,36.061871,-80.178588,37067,SingleFamily,2018,1959,20037,1107,2.0,3,103578,Dizeland,neighborhood
6805694097000,821 Arbor Oaks Dr,27104,Winston Salem,NC,36.103117,-80.332034,37067,SingleFamily,2018,1990,19166,2910,2.5,4,321137,Winston-Salem,city
6838165266000,5691 Novack St,27105,Winston Salem,NC,36.178771,-80.248416,37067,SingleFamily,2018,1970,14810,1885,2.0,3,146755,Pinebrook Country Club,neighborhood
6818516587000,5090 Williamsburg Rd,27106,Winston Salem,NC,36.16527,-80.301957,37067,SingleFamily,2018,1963,42253,1894,2.0,3,160456,Colonial Estates,neighborhood
6832118975000,294 Fishel Rd,27127,Winston Salem,NC,36.002991,-80.251651,37067,SingleFamily,2018,1940,435600,2014,1.0,3,232838,Winston-Salem,city
6832118975000,294 Fishel Rd,27127,Winston Salem,NC,36.002991,-80.251651,37067,SingleFamily,2018,1940,1000573,2014,1.0,3,232838,Winston-Salem,city
