REID,street,zipcode,city,state,latitude,longitude,FIPScounty,useCode,taxAssessmentYear,yearBuilt,lotSizeSqFt,finishedSqFt,bathrooms,bedrooms,zestimate,name,type
6844102033000,3503 Tyler St,27107,Winston Salem,NC,36.052036,-80.213697,37067,SingleFamily,2018,1949,8712,750,1.0,4,22575,Easton,neighborhood
6847294172000,2144 School St,27105,Winston Salem,NC,36.159455,-80.211104,37067,SingleFamily,2018,1949,14810,620,1.0,2,28766,Winston-Salem,city
6826662845000,2833 Regency Dr,27106,Winston Salem,NC,36.125256,-80.265518,37067,SingleFamily,2018,1960,19166,2180,2.0,4,241078,Winston-Salem,city
6818628198000,2125 Independence Rd,27106,Winston Salem,NC,36.166976,-80.297845,37067,SingleFamily,2018,1961,20037,1718,1.5,3,139177,Colonial Estates,neighborhood
6826059571000,1200 Julius St,27106,Winston Salem,NC,36.121383,-80.283368,37067,SingleFamily,2018,1952,20037,2550,3.0,4,250042,Reynolda,neighborhood
6847317416000,3919 Glen Oak Dr,27105,Winston Salem,NC,36.138512,-80.206603,37067,SingleFamily,2018,1962,27442,2947,1.5,3,124555,Monticello Park,neighborhood
6825073185000,2531 Bitting Rd,27104,Winston Salem,NC,36.098377,-80.284955,37067,SingleFamily,2018,1993,13068,3557,5.0,4,544299,Country Club,neighborhood
6807224583000,3970 Philpark Dr,27106,Winston Salem,NC,36.14,-80.346266,37067,SingleFamily,2018,1960,58806,3318,3.5,4,291708,Winston-Salem,city
6824272523000,1413 Capri Rd,27103,Winston Salem,NC,36.071984,-80.278329,37067,SingleFamily,2018,1958,10890,1320,1.5,3,154433,Ardmore,neighborhood
6814867174000,1545 Sandersted Rd,27103,Winston Salem,NC,36.068065,-80.289894,37067,SingleFamily,2018,1963,11761,1812,3.0,3,169915,British Woods,neighborhood
6854696792000,445 Wayside Dr,27107,Winston Salem,NC,36.07916,-80.161808,37067,SingleFamily,2018,1932,16552,1222,1.0,3,103918,Winston-Salem,city
6807869003000,3768 Sandalwood Ln,27106,Winston Salem,NC,36.149786,-80.32467,37067,SingleFamily,2018,1988,25700,1324,2.0,2,199916,Greenbrier Farms,neighborhood
6856053860000,3737 Signet Dr,27101,Winston Salem,NC,36.123128,-80.183858,37067,SingleFamily,2018,1998,23522,1660,3.0,3,165711,Winston-Salem,city
6816865167000,2845 Wesleyan Ln,27106,Winston Salem,NC,36.123063,-80.29151,37067,SingleFamily,2018,1957,14810,1845,2.5,4,245654,Reynolda,neighborhood
6855512193000,3419 Kernersville Rd,27107,Winston Salem,NC,36.082926,-80.166612,37067,SingleFamily,2018,1936,60548,1326,1.0,3,121742,Winston-Salem,city
6847216740000,3811 Carver School Rd,27105,Winston Salem,NC,36.139111,-80.210212,37067,SingleFamily,2018,1976,28749,1984,2.0,3,143330,Monticello Park,neighborhood
6838641282000,1009 Curtis Dr,27105,Winston Salem,NC,36.173264,-80.23261,37067,SingleFamily,2018,1955,9147,482,1.0,1,,Winston-Salem,city
6827509292000,2339 Bethabara Haven Dr,27106,Winston Salem,NC,36.134431,-80.266525,37067,SingleFamily,2018,1945,14810,1524,1.0,2,112584,Brookwood,neighborhood
6847134101000,3141 Woodfin Pl,27105,Winston Salem,NC,36.142907,-80.214482,37067,SingleFamily,2018,1965,20037,1580,1.5,3,129391,Northwoods Estate,neighborhood
6805759983000,311 Staffordshire Rd,27104,Winston Salem,NC,36.09456,-80.326898,37067,SingleFamily,2018,1972,16117,3237,4.0,5,384002,Peace Haven,neighborhood
6823991350000,2000 Brewer Rd,27127,Winston Salem,NC,36.049641,-80.254544,37067,SingleFamily,2018,1973,20908,1566,2.0,3,130031,Konnoak,neighborhood
