REID,street,zipcode,city,state,latitude,longitude,FIPScounty,useCode,taxAssessmentYear,yearBuilt,lotSizeSqFt,finishedSqFt,bathrooms,bedrooms,zestimate,name,type
6816301605000,3238 Pennington Ln,27106,Winston Salem,NC,36.107684,-80.309746,37067,SingleFamily,2018,1962,18295,2197,2.5,4,289055,Old Sherwood Forest,neighborhood
5895335485000,776 Reaford Rd,27104,Winston Salem,NC,36.087159,-80.375464,37067,SingleFamily,2018,1984,22215,2104,2.5,3,238937,Winston-Salem,city
6847332145000,5136 Pressman Dr,27105,Winston Salem,NC,36.143091,-80.20822,37067,SingleFamily,2018,1973,20473,1494,2.0,3,143333,Old Carver,neighborhood
6823345989000,3821 Palmira Trl,27127,Winston Salem,NC,36.037632,-80.273126,37067,SingleFamily,2018,1993,13068,1592,2.0,3,144778,Carriage Cove,neighborhood
6817610616000,2636 Fairlawn Dr,27106,Winston Salem,NC,36.138066,-80.300398,37067,SingleFamily,2018,1956,20037,1248,1.5,2,130818,Town and Country Estates,neighborhood
6805775926000,4820 Spilsby Ln,27104,Winston Salem,NC,36.100124,-80.328526,37067,SingleFamily,2018,1969,20037,1583,2.5,4,201460,Colony West,neighborhood
6816509249000,601 Barnesdale Rd,27106,Winston Salem,NC,36.106853,-80.300033,37067,SingleFamily,2018,1955,55321,3089,3.0,5,710332,Buena Vista,neighborhood
6816998967000,2590 Aaron Ln,27106,Winston Salem,NC,36.133522,-80.287304,37067,SingleFamily,2018,2010,28749,3442,4.0,4,643844,Woodberry Forest,neighborhood
6828530287000,142 Barlow Cir,27105,Winston Salem,NC,36.170261,-80.270303,37067,SingleFamily,2018,1962,76665,1867,3.0,3,168070,Hunter Hills,neighborhood
6817452884000,3155 Reynolda Rd,27106,Winston Salem,NC,36.148266,-80.306516,37067,SingleFamily,2018,1958,130244,2658,3.0,3,,Town and Country Estates,neighborhood
6816666790000,2871 Saint George Rd,27106,Winston Salem,NC,36.124452,-80.297867,37067,SingleFamily,2018,1964,16117,2336,2.5,4,275195,Hope Valley,neighborhood
6834133730000,2819 Trent St,27127,Winston Salem,NC,36.061787,-80.247307,37067,SingleFamily,2018,1947,13503,672,1.0,2,30392,Konnoak,neighborhood
6814999277000,2700 Westridge Rd,27103,Winston Salem,NC,36.076755,-80.286019,37067,SingleFamily,2018,2000,20908,1288,2.5,3,170033,Ardmore,neighborhood
6835891658000,902 N Graham Ave,27101,Winston Salem,NC,36.105915,-80.224877,37067,SingleFamily,2018,1920,5662,879,1.0,4,34873,East Winston,neighborhood
5898849066000,4397 Continental Dr,27040,Pfafftown,NC,36.171485,-80.358707,37067,SingleFamily,2018,1974,21344,1943,1.5,3,199572,Winston-Salem,city
6818410922000,5060 Hutchins St,27106,Winston Salem,NC,36.166176,-80.307598,37067,SingleFamily,2018,1983,17859,1977,2.0,3,164363,Poman Acres,neighborhood
6838306795000,4712 Starmount Dr,27105,Winston Salem,NC,36.16364,-80.24092,37067,SingleFamily,2018,1955,20037,1114,1.0,3,80204,Mineral Springs,neighborhood
6834119781000,3038 Marmion St,27127,Winston Salem,NC,36.056349,-80.245039,37067,SingleFamily,2018,1952,10454,1540,2.0,3,124022,Konnoak,neighborhood
6833357812000,3920 Lexwin Ave,27107,Winston Salem,NC,36.040168,-80.238941,37067,SingleFamily,2018,1956,8276,832,1.0,2,51767,Weston,neighborhood
6818139877000,5160 Shattalon Dr,27106,Winston Salem,NC,36.171425,-80.314578,37067,SingleFamily,2018,1964,27442,1081,1.5,3,117833,Winston-Salem,city
6848133547000,4524 White Rock Rd,27105,Winston Salem,NC,36.171651,-80.215161,37067,SingleFamily,2018,1954,48351,1176,1.0,3,47944,Winston-Salem,city
5894700775000,1061 Lavada South Dr,27103,Winston Salem,NC,36.05248,-80.363073,37067,SingleFamily,2018,2001,12196,1278,2.0,3,164137,Winston-Salem,city
6856126643000,4105 Salem Landing Dr,27101,Winston Salem,NC,36.114469,-80.179347,37067,Mobile,2018,2000,11761,1733,2.5,3,162582,Winston-Salem,city
6818469783000,2100 Nettlebrook Dr,27106,Winston Salem,NC,36.179425,-80.304551,37067,SingleFamily,2018,1966,20037,1668,2.0,4,151958,Moravian Forest,neighborhood
6817058195000,4172 Mill Creek Rd,27106,Winston Salem,NC,36.147465,-80.317843,37067,SingleFamily,2018,1974,13939,1856,2.5,4,194462,Town and Country Estates,neighborhood
6812844293000,4820 Lance Ridge Ln,27127,Winston Salem,NC,36.007874,-80.289906,37067,SingleFamily,2018,2001,9583,1350,2.0,3,162956,Winston-Salem,city
6845211383000,1215 Pleasant St,27107,Winston Salem,NC,36.083132,-80.210948,37067,SingleFamily,2018,1962,11325,1094,1.0,3,55251,Morningside Manor,neighborhood
6805337660000,138 Thrace Ct,27104,Winston Salem,NC,36.088001,-80.34103,37067,SingleFamily,2018,1967,18730,1713,2.0,3,178082,Club Haven Estates,neighborhood
6817293380000,3924 Homestead Ln,27106,Winston Salem,NC,36.158877,-80.313016,37067,SingleFamily,2018,1963,19602,2268,2.0,3,165444,Beacon Hill,neighborhood
6838928906000,1605 Darien Blvd,27105,Winston Salem,NC,36.169564,-80.220963,37067,SingleFamily,2018,1958,263973,1789,2.0,3,155438,Winston-Salem,city
6818233840000,4680 Coletta Ln,27106,Winston Salem,NC,36.171279,-80.313348,37067,SingleFamily,2018,2004,10454,1478,2.0,3,130764,Winston-Salem,city
6824946119000,913 Anne Ave,27127,Winston Salem,NC,36.063077,-80.253157,37067,SingleFamily,2018,1955,10890,1317,1.0,3,112675,Konnoak,neighborhood
6809833091000,1645 Bright Leaf Rd,27040,Pfafftown,NC,36.196427,-80.327155,37067,SingleFamily,2018,1966,21780,1740,2.0,3,174839,Winston-Salem,city
6815031080000,143 Hedgecock Ave,27104,Winston Salem,NC,36.086595,-80.319281,37067,SingleFamily,2018,1938,11761,2033,2.0,4,176524,South Fork,neighborhood
6846000852000,2116 E 12th St,27101,Winston Salem,NC,36.109106,-80.218542,37067,SingleFamily,2018,1954,10454,864,1.0,3,31480,Slater Park,neighborhood
6824261022000,1607 Dupont Rd,27103,Winston Salem,NC,36.067841,-80.27857,37067,SingleFamily,2018,1962,12632,1332,2.5,3,175697,Aldbrige,neighborhood
