REID,street,zipcode,city,state,latitude,longitude,FIPScounty,useCode,taxAssessmentYear,yearBuilt,lotSizeSqFt,finishedSqFt,bathrooms,bedrooms,zestimate,name,type
6846002924000,2123 E 12th St,27101,Winston Salem,NC,36.109432,-80.217961,37067,SingleFamily,2018,1954,11325,1016,1.0,3,32997,Slater Park,neighborhood
6824479640000,1300 Watson Ave,27103,Winston Salem,NC,36.072288,-80.269109,37067,SingleFamily,2018,1961,11325,1350,1.5,3,143212,Ardmore,neighborhood
6804002488000,1340 Beaverton Trl,27103,Winston Salem,NC,36.051816,-80.352218,37067,SingleFamily,2018,2000,22896,2270,2.5,3,268664,Hampton Woodsc,neighborhood
6833573851000,3615 Cornell Blvd,27107,Winston Salem,NC,36.045766,-80.23348,37067,SingleFamily,2018,1948,13068,912,1.0,3,57231,Weston,neighborhood
6828542493000,200 Oak Summit Rd,27105,Winston Salem,NC,36.173428,-80.269561,37067,SingleFamily,2018,1959,23522,1269,1.5,2,119256,Hunter Hills,neighborhood
5894303851000,720 Chestnut Way,27103,Winston Salem,NC,36.052489,-80.375667,37067,SingleFamily,2018,2004,11325,2146,3.0,4,283046,Clemmons,city
6806084610000,2325 Hilltop Dr,27106,Winston Salem,NC,36.129035,-80.353021,37067,SingleFamily,2018,1955,55321,1392,1.5,3,140719,Winston-Salem,city
6847169230000,4910 Lansing Dr,27105,Winston Salem,NC,36.1514,-80.212889,37067,SingleFamily,2018,1957,25700,768,1.0,2,32951,Old Carver,neighborhood
6808937060000,4173 Morningside Dr,27106,Winston Salem,NC,36.168992,-80.322052,37067,SingleFamily,2018,1972,10018,1036,1.5,3,96639,Georgetown,neighborhood
6847027720000,3884 Barkwood Dr,27105,Winston Salem,NC,36.141771,-80.21676,37067,SingleFamily,2018,1967,12196,1220,1.5,3,93501,Northwoods Estate,neighborhood
6809104806000,5635 Greenhill Dr,27040,Pfafftown,NC,36.19028,-80.350739,37067,SingleFamily,2018,2000,37026,2096,3.0,3,227333,Winston-Salem,city
6818458463000,4862 Murray Rd,27106,Winston Salem,NC,36.17561,-80.304884,37067,SingleFamily,2018,1969,93654,1932,2.0,3,169490,Winston-Salem,city
6815940612000,417 S Westview Dr,27104,Winston Salem,NC,36.091335,-80.289493,37067,SingleFamily,2018,1950,43560,1586,2.0,4,225906,Country Club,neighborhood
6838386422000,265 Karen Cir,27105,Winston Salem,NC,36.184689,-80.241434,37067,SingleFamily,2018,1955,23958,1248,1.0,2,97208,Winston-Salem,city
6818174746000,2416 Limner Ln,27106,Winston Salem,NC,36.182129,-80.31657,37067,SingleFamily,2018,1981,22215,2190,3.0,3,172601,Moravian Forest,neighborhood
6838107003000,25 Arita Cir,27105,Winston Salem,NC,36.161633,-80.247619,37067,SingleFamily,2018,1961,25700,1575,1.5,3,120355,Mineral Springs,neighborhood
6804925800000,3020 Springhaven Dr,27103,Winston Salem,NC,36.058576,-80.321132,37067,SingleFamily,2018,1965,20037,1508,2.0,3,153888,Atwood Acres,neighborhood
6839017539000,1221 Stoneway Ct,27105,Winston Salem,NC,36.193266,-80.251384,37067,SingleFamily,2018,1975,32670,1847,2.5,3,150952,Pinebrook Country Club,neighborhood
6837096058000,4615 Jenkins Rd,27105,Winston Salem,NC,36.15893,-80.251166,37067,SingleFamily,2018,1948,40946,1932,3.0,4,156140,Mineral Springs,neighborhood
6809739537000,1914 River Dale Rd,27040,Pfafftown,NC,36.197971,-80.328772,37067,SingleFamily,2018,1972,22651,1708,2.0,3,176271,Winston-Salem,city
6823303069000,130 Meghan Elizabeth Ln,27127,Winston Salem,NC,36.024147,-80.273693,37067,SingleFamily,2018,1999,10018,2140,2.5,3,189846,Winston-Salem,city
6829431141000,5530 Gyddie Dr,27105,Winston Salem,NC,36.197258,-80.273786,37067,SingleFamily,2018,1958,20037,1518,2.0,3,134000,Clayton Acres,neighborhood
6818148352000,4606 Shattalon Cir,27106,Winston Salem,NC,36.172627,-80.315039,37067,SingleFamily,2018,1971,20037,1352,1.5,3,105233,Shattalon Heights,neighborhood
6827511148000,1348 Brookwood Dr,27106,Winston Salem,NC,36.137049,-80.269459,37067,SingleFamily,2018,1948,13068,1230,1.0,3,129391,Brookwood,neighborhood
6846178319000,2704 Teresa Ave,27105,Winston Salem,NC,36.127232,-80.212889,37067,SingleFamily,2018,1959,8712,950,1.0,3,32861,Castle Heights,neighborhood
6846286958000,4936 Milton Dr,27105,Winston Salem,NC,36.131625,-80.210073,37067,SingleFamily,2018,1957,35283,1659,2.0,3,130397,Prospect Park,neighborhood
6844108814000,1072 Betty Dr,27107,Winston Salem,NC,36.054288,-80.211743,37067,SingleFamily,2018,1949,7840,1000,2.0,4,22953,Easton,neighborhood
6807293836000,4150 Leinbach Dr,27106,Winston Salem,NC,36.160043,-80.347242,37067,SingleFamily,2018,1992,55756,2139,2.5,3,240249,Cedar Forest,neighborhood
6847127520000,3120 Butterfield Dr,27105,Winston Salem,NC,36.141222,-80.213364,37067,SingleFamily,2018,1965,12196,1503,1.5,3,96994,Northwoods Estate,neighborhood
6808917415000,3781 Hartford St,27106,Winston Salem,NC,36.164702,-80.322165,37067,SingleFamily,2018,1969,11761,1075,1.5,3,89681,Georgetown,neighborhood
6805274081000,100 Cedar Trl,27104,Winston Salem,NC,36.097296,-80.34556,37067,SingleFamily,2018,1997,16552,3348,2.5,4,408329,Cedar View,neighborhood
6833250648000,23 Carnes Rd,27127,Winston Salem,NC,36.039791,-80.244582,37067,SingleFamily,2018,1959,12632,1040,1.0,3,89186,Union Ridge,neighborhood
