REID,street,zipcode,city,state,latitude,longitude,FIPScounty,useCode,taxAssessmentYear,yearBuilt,lotSizeSqFt,finishedSqFt,bathrooms,bedrooms,zestimate,name,type
6805175183000,509 Surrey Path Trl,27104,Winston Salem,NC,36.097644,-80.348596,37067,SingleFamily,2018,2001,43560,3627,4.0,4,508882,Cedar View,neighborhood
6828923413000,350 Northoaks Dr,27105,Winston Salem,NC,36.168131,-80.255777,37067,SingleFamily,2018,2006,20908,1456,2.0,3,146519,Winston-Salem,city
6807634852000,3748 Burbank Ln,27106,Winston Salem,NC,36.14365,-80.332868,37067,SingleFamily,2018,2002,20473,5170,5.0,5,709393,Forsyth Forest,neighborhood
6825071406000,2560 Country Club Rd,27104,Winston Salem,NC,36.099245,-80.28591,37067,SingleFamily,2018,1986,19166,3752,3.5,5,810399,Country Club,neighborhood
6833577568000,3665 Tech Ave,27107,Winston Salem,NC,36.045135,-80.232048,37067,SingleFamily,2018,1948,10018,816,1.0,2,37671,Weston,neighborhood
6865009852000,325 Lorraine Dr,27107,Winston Salem,NC,36.082324,-80.14738,37067,SingleFamily,2018,1997,13068,1250,2.0,3,148147,Winston-Salem,city
6864763059000,4368 Glenn Hi Rd,27107,Winston Salem,NC,36.069551,-80.125576,37067,SingleFamily,2018,1958,20037,1733,3.0,3,172246,Winston-Salem,city
6812755886000,3105 Glenshire Dr,27127,Winston Salem,NC,36.012297,-80.293006,37067,SingleFamily,2018,1993,14810,2161,2.0,3,200294,Winston-Salem,city
6822647893000,4059 Parkside Meadow Ct,27127,Winston Salem,NC,36.009769,-80.261911,37067,SingleFamily,2018,2016,4791,1728,3.0,3,147522,Winston-Salem,city
6822547158000,1688 Haversham Park Dr,27127,Winston Salem,NC,36.007975,-80.265361,37067,SingleFamily,2018,2005,8276,1760,2.5,3,171164,Winston-Salem,city
6805590426000,4265 Foxbury Ct,27104,Winston Salem,NC,36.104155,-80.337066,37067,SingleFamily,2018,1996,18730,3102,4.0,4,375821,Winston-Salem,city
